"NOMBRE"	"CALLE.Y.NUMERO"	"LOCALIDAD"	"MUNICIPIO"	"LAT_HITS"	"LNG_HITS"
"FEDERICO CHOPIN"	"CALLE 27 229"	"HUNUCMA"	"HUNUCMA"	"21.0013473858066"	"-89.878652584175"
"JUAN CRISOSTOMO CANO Y CANO"	"CALLE 27 257"	"MERIDA"	"MERIDA"	"20.990392448849"	"-89.7145671426097"
"MI PEQUEÑO MUNDO"	"CALLE 27 337"	"MOTUL DE CARRILLO PUERTO"	"MOTUL"	"21.0860980628042"	"-89.2855713509294"
"JUSTO SIERRA MENDEZ"	"CALLE 27 95"	"DZONCAUICH"	"DZONCAUICH"	"21.128437856824"	"-88.8897382354001"
"PABLO PICASSO"	"CALLE 27 97"	"BOKOBA"	"BOKOBA"	"21.0058681439123"	"-89.1736791254777"
"TEODOSIO EVARISTO SOLIS ESTRADA"	"CALLE 28"	"DZILAM GONZALEZ"	"DZILAM GONZALEZ"	"21.2815058352288"	"-88.9241415880113"
"CHAN XI'PAL (NIÑOS PEQUEÑOS)"	"CALLE 28"	"KINCHIL"	"KINCHIL"	"20.9179371469294"	"-89.9566423670311"
"TUUNBEN SAASTAL"	"CALLE 28"	"PETO"	"PETO"	"20.1065298787175"	"-88.9164548048044"
"ZAZIL BEH"	"CALLE 28"	"SOTUTA"	"SOTUTA"	"20.6038106725505"	"-89.0120389146453"
"KAN PEPEN"	"CALLE 28"	"TEABO"	"TEABO"	"20.394849082664"	"-89.2829020517141"
"U ZAZIL CAH"	"CALLE 28"	"TUNKAS"	"TUNKAS"	"20.896324789059"	"-88.7557146866296"
"PROFA. MILDRED AGUILAR BATES ESCALANTE"	"CALLE 28"	"VALLADOLID"	"VALLADOLID"	"20.7056064216999"	"-88.1853092804198"
"ALFREDO BARRERA VASQUEZ"	"CALLE 28-A 101"	"MAXCANU"	"MAXCANU"	"20.5940520060764"	"-89.9993642554996"
"MARIO BENEDETTI"	"CALLE 28-A 396"	"MERIDA"	"MERIDA"	"20.9996610057358"	"-89.6337703079074"
"SEBASTIAN DIAZ MARIN"	"CALLE 28 104 NA"	"CHUMAYEL"	"CHUMAYEL"	"20.4258981514872"	"-89.298825114686"
"GUILLERMO PALOMINO"	"CALLE 28 106"	"TECOH"	"TECOH"	"20.7434761588196"	"-89.484323179397"
"JOSE GONZALEZ ROSADO"	"CALLE 28 106"	"TECOH"	"TECOH"	"20.7361191383719"	"-89.4691469770128"
"ROOSEVELT ERCE BARRON PECH"	"CALLE 28 113 NA"	"UMAN"	"UMAN"	"20.8823932075253"	"-89.7354521035263"
"RODOLFO ALCOCER ANDRADE"	"CALLE 28 127"	"SEYE"	"SEYE"	"20.8307781207358"	"-89.3825318268179"
"BENITO JUAREZ"	"CALLE 28 134"	"DZEMUL"	"DZEMUL"	"21.2076929447507"	"-89.3159754362276"
"CONRADO MENENDEZ MENA"	"CALLE 28 144"	"TECOH"	"TECOH"	"20.748549550238"	"-89.4814889763081"
"ALBERTO CARRERA TORRES"	"CALLE 28 157 A"	"TEKIT"	"TEKIT"	"20.5370082382538"	"-89.3399617464667"
"JUSTO SIERRA MENDEZ"	"CALLE 28 157 A"	"TEKIT"	"TEKIT"	"20.5335033550088"	"-89.3224996753698"
"JOSEFA ORTIZ DE DOMINGUEZ"	"CALLE 28 190"	"TEKAX DE ALVARO OBREGON"	"TEKAX"	"20.2048515564601"	"-89.2719352049121"
"MELCHOR OCAMPO"	"CALLE 28 203"	"MAMA"	"MAMA"	"20.4784810187001"	"-89.3658849341806"
"TIC TAC"	"CALLE 28 284"	"MERIDA"	"MERIDA"	"21.020486735969"	"-89.6693573892536"
"15 DE MAYO"	"CALLE 28 NA"	"MERIDA"	"MERIDA"	"20.9973892821902"	"-89.618545049439"
"FRANCISCO JAVIER MINA"	"CALLE 29"	"CHAPAB"	"CHAPAB"	"20.4581950491744"	"-89.4627508476165"
"CECILIO CHI"	"CALLE 29"	"KIMBILA"	"IZAMAL"	"20.2971088706383"	"-89.0827324799583"
"FELIPE CARRILLO PUERTO"	"CALLE 29"	"PROGRESO"	"PROGRESO"	"21.2804160779124"	"-89.6914659647603"
"HUN-OL"	"CALLE 29-A"	"KANASIN"	"KANASIN"	"20.9444637518895"	"-89.5748975249213"
"MAA-TU'BZCEN"	"CALLE 29-A DIAGONAL"	"UMAN"	"UMAN"	"20.9139752328283"	"-89.7017257001956"
"LA HORA DE SER FELIZ"	"CALLE 29 101 A"	"UMAN"	"UMAN"	"20.9242465053644"	"-89.6900775610639"
"GABRIELA MISTRAL"	"CALLE 29 103 B"	"UMAN"	"UMAN"	"20.8794956500736"	"-89.7526811132108"
"POPOL VUH"	"CALLE 29 207"	"MANI"	"MANI"	"20.3928477702038"	"-89.3825504549198"
"ELVIA CARRILLO PUERTO"	"CALLE 29 282"	"PROGRESO"	"PROGRESO"	"21.2786093259489"	"-89.6836396339075"
"FERNANDO CASTRO PACHECO"	"CALLE 29 331"	"TIZIMIN"	"TIZIMIN"	"21.1526769476283"	"-88.1376067397563"
"JOSEFA ORTIZ DE DOMINGUEZ"	"CALLE 29 94"	"SEYE"	"SEYE"	"20.8342887249876"	"-89.3736977357849"
"BENITO JUAREZ GARCIA"	"CALLE 29 NA"	"TIZIMIN"	"TIZIMIN"	"21.1220319514001"	"-88.1527667051277"
"SAJKAB MUKUY"	"CALLE 3"	"TEMOZON"	"ABALA"	"20.7994599123389"	"-88.2047039160314"
"ALFREDO BARRERA VASQUEZ"	"CALLE 3-C (ENTRADA POR LA CALLE 117)"	"MERIDA"	"MERIDA"	"20.9066533832895"	"-89.6569817807896"
"MANUEL CRESCENCIO REJON Y ALCALA"	"CALLE 3-C (ENTRADA POR LA CALLE 117)"	"MERIDA"	"MERIDA"	"20.9267651226076"	"-89.6080875656862"
"SOR JUANA INES DE LA CRUZ"	"CALLE 30"	"MERIDA"	"MERIDA"	"21.0429634332256"	"-89.6000895513531"
"FILEMON VILLAFAÑA FARFAN"	"CALLE 30"	"PROGRESO"	"PROGRESO"	"21.2679961072313"	"-89.7088008109262"
"AGUSTIN MELGAR"	"CALLE 30"	"TZUCACAB"	"TZUCACAB"	"20.0772249823121"	"-89.0470123910004"
"MANUEL ALCALA MARTIN"	"CALLE 30 100 NA"	"TZUCACAB"	"TZUCACAB"	"20.0611132752615"	"-89.0365986166108"
"MIGUEL HIDALGO Y COSTILLA"	"CALLE 30 205"	"YOTHOLIN"	"TICUL"	"20.3244855601491"	"-89.4549963390094"
"JUAN DE DIOS RODRIGUEZ HEREDIA"	"CALLE 30 274 E"	"MOTUL DE CARRILLO PUERTO"	"MOTUL"	"21.0989345699294"	"-89.2704988966244"
"ANTONIO PLANCARTE"	"CALLE 30 285"	"IZAMAL"	"IZAMAL"	"20.9267493572482"	"-89.0065896817861"
"NARCISO BASSOLS GARCIA"	"CALLE 30 35"	"TECOH"	"TECOH"	"20.734942275137"	"-89.4681541831443"
"HEROE DE NACOZARI"	"CALLE 31"	"SEYE"	"SEYE"	"20.829522855783"	"-89.3645196514377"
"LAZARO CARDENAS DEL RIO"	"CALLE 31"	"TEABO"	"TEABO"	"20.3930621450457"	"-89.2901215656954"
"U BEEJ PAAL (CAMINO DEL NIÑO)"	"CALLE 31-A"	"MERIDA"	"MERIDA"	"20.9839513187601"	"-89.6193269899801"
"ENRIQUE REBSAMEN"	"CALLE 31-A"	"MERIDA"	"MERIDA"	"20.9826173484925"	"-89.6601841089264"
"MARIA DOLORES RAMIREZ REGIL"	"CALLE 31-A 264 A"	"MERIDA"	"MERIDA"	"20.90169097347"	"-89.6450222564935"
"FRANCISCO GABILONDO SOLER"	"CALLE 31 251 A"	"MERIDA"	"MERIDA"	"20.9927627035531"	"-89.6257508886715"
"FRANCISCO GABILONDO SOLER"	"CALLE 31 251 A"	"MERIDA"	"MERIDA"	"20.9852145378256"	"-89.656612872337"
"JUEGO DE NIÑOS"	"CALLE 31 662 B-C"	"MERIDA"	"MERIDA"	"20.9099128163828"	"-89.6308945552325"
"JUAN ENRIQUE PESTALOZZI"	"CALLE 31 84 A"	"TEMAX"	"TEMAX"	"21.1467771219579"	"-88.9346364013206"
"AVELINA CARDENAS REJON"	"CALLE 31 93"	"TEMAX"	"TEMAX"	"21.1455137655003"	"-88.9520286657206"
"LA ALEGRIA DEL NIÑO"	"CALLE 31 97"	"PROGRESO"	"PROGRESO"	"21.2774389777318"	"-89.6900979965749"
"HERMENEGILDO GALEANA"	"CALLE 32"	"PETO"	"PETO"	"20.1285578153909"	"-88.9354138364663"
"TERESA DE JESUS GOMEZ DOMINGUEZ"	"CALLE 32"	"TICUL"	"TICUL"	"20.3862646372841"	"-89.5353564141917"
"LUIS ROSADO VEGA"	"CALLE 32-A"	"UMAN"	"UMAN"	"20.8905606155686"	"-89.7349132186414"
"KO'ONE'EX KAANBAL"	"CALLE 32-A 143"	"CHEMAX"	"CHEMAX"	"20.6539689917904"	"-87.9417908628102"
"GERTRUDIS MALDONADO DE G"	"CALLE 32 109"	"TUNKAS"	"TUNKAS"	"20.901108427617"	"-88.749696880809"
"GUARDERIA ATENEO DE MERIDA"	"CALLE 32 151"	"MERIDA"	"MERIDA"	"21.0146705632308"	"-89.563739525877"
"ATENEO DE MERIDA"	"CALLE 32 151"	"MERIDA"	"MERIDA"	"20.945590736328"	"-89.6028889700028"
"ATENEO DE MERIDA"	"CALLE 32 151"	"MERIDA"	"MERIDA"	"20.9897751437513"	"-89.7189417557703"
"ATENEO DE MERIDA"	"CALLE 32 151"	"MERIDA"	"MERIDA"	"21.0322736539199"	"-89.5957306173028"
"IGNACIO M ALTAMIRANO"	"CALLE 32 177"	"TEABO"	"TEABO"	"20.3973766700623"	"-89.2864112401526"
"MIGUEL HIDALGO Y COSTILLA"	"CALLE 32 203"	"PETO"	"PETO"	"20.122666047852"	"-88.9210820770231"
"BENITO JUAREZ GARCIA"	"CALLE 32 205"	"TEABO"	"TEABO"	"20.4047914617847"	"-89.2786799903765"
"ANGELA GONZALEZ BENITEZ DE MDEZ DE LA PEÑA"	"CALLE 32 301 A"	"IZAMAL"	"IZAMAL"	"20.9346933420735"	"-89.0217603085081"
"JOSEFA ORTIZ DE DOMINGUEZ"	"CALLE 32 402"	"CHIKINDZONOT"	"CHIKINDZONOT"	"20.3292750865366"	"-88.4845531523006"
"GONZALO GUERRERO"	"CALLE 32 93"	"KOMCHEN"	"MERIDA"	"21.1051413511528"	"-89.6577307694467"
"JACINTO CANEK"	"CALLE 32 CARRETERA HOCTUN-XOCCHEL"	"HOCTUN"	"HOCTUN"	"20.8626204662189"	"-89.2046836139447"
"LIGIA TRINIDAD CAMARA BLUM"	"CALLE 32 SN"	"UMAN"	"UMAN"	"20.9125728205845"	"-89.7070830068828"
"LUZ MARIA SERRADEL"	"CALLE 33"	"AKIL"	"AKIL"	"20.2648555217731"	"-89.3464779434045"
"RUBEN DARIO HERRERA MARTINEZ"	"CALLE 33"	"HUNUCMA"	"HUNUCMA"	"21.003492410417"	"-89.8770552829612"
"ROMULO ROZO"	"CALLE 33"	"PROGRESO"	"PROGRESO"	"21.3406230458728"	"-89.6723269516771"
"RAFAEL RAMIREZ CASTAÑEDA"	"CALLE 33"	"SEYE"	"SEYE"	"20.8326093151444"	"-89.3747555304246"
"BENITO JUAREZ GARCIA"	"CALLE 33"	"TEKIT"	"TEKIT"	"20.5452788291467"	"-89.3332468676449"
"ROSAS DE LA INFANCIA"	"CALLE 33"	"TEMAX"	"TEMAX"	"21.1516111366583"	"-88.9539286224308"
"JOSE MARIA PINO SUAREZ"	"CALLE 33"	"VALLADOLID"	"VALLADOLID"	"20.6951027586447"	"-88.2186993808144"
"MONTESSORI"	"CALLE 33-B 552"	"MERIDA"	"MERIDA"	"21.0001921397237"	"-89.5943487791942"
"FRANCISCO SAURI VILLAFAÑA"	"CALLE 33 103"	"TEMAX"	"TEMAX"	"21.1472612103075"	"-88.9456319909894"
"ALVARO OBREGON"	"CALLE 33 149"	"PROGRESO"	"PROGRESO"	"21.2893607049187"	"-89.6373125177689"
"COSME DAMIAN CRESPO"	"CALLE 33 149"	"TEMAX"	"TEMAX"	"21.1534150167983"	"-88.9321045585877"
"NARCISO MENDOZA"	"CALLE 33 306 B"	"MOTUL DE CARRILLO PUERTO"	"MOTUL"	"21.1074016878924"	"-89.2686881715941"
"CRESCENCIO CARRILLO Y ANCONA"	"CALLE 33 437"	"TIZIMIN"	"TIZIMIN"	"21.1212960972665"	"-88.1572965143905"
"CRESCENCIO CARRILLO Y ANCONA"	"CALLE 33 437"	"TIZIMIN"	"TIZIMIN"	"21.1404695567509"	"-88.141471304033"
"VICENTE GUERRERO"	"CALLE 33 98 NA"	"TZUCACAB"	"TZUCACAB"	"20.0685273583491"	"-89.042735575203"
"JOSE VASCONCELOS"	"CALLE 33 99"	"HALACHO"	"HALACHO"	"20.4799876721831"	"-90.0842589940578"
"RAFAEL RAMIREZ CASTAÑEDA"	"CALLE 33 99"	"HALACHO"	"HALACHO"	"20.4666242000861"	"-90.0827143440242"
"VICTOR CERVERA PACHECO"	"CALLE 34"	"MERIDA"	"MERIDA"	"20.893343293033"	"-89.6446499932684"
"FIDELIO QUINTAL MARTIN"	"CALLE 34"	"MUNA"	"MUNA"	"20.4915745694676"	"-89.7059099573847"
"BENITO JUAREZ GARCIA"	"CALLE 34"	"TICUL"	"TICUL"	"20.401557655978"	"-89.5532014910351"
"JESUS REYES HEROLES"	"CALLE 34 102 A"	"TECOH"	"TECOH"	"20.7416149432571"	"-89.4794531761659"
"CHILAM BALAM"	"CALLE 34 105 A"	"CHUMAYEL"	"CHUMAYEL"	"20.4304686855932"	"-89.3052237471275"
"JOSE MARIA PINO SUAREZ"	"CALLE 34 201"	"PETO"	"PETO"	"20.1194372671666"	"-88.9150576912599"
"JUAN ESCUTIA"	"CALLE 35"	"PETO"	"PETO"	"20.106287783101"	"-88.9247309494182"
"CENTRO EDUCATIVO KAAM-BAL"	"CALLE 35 107"	"TIXKOKOB"	"TIXKOKOB"	"21.0077638388318"	"-89.3977368008975"
"ROSARIO CASTELLANOS FIGUEROA"	"CALLE 35 203"	"MERIDA"	"MERIDA"	"21.0303606636777"	"-89.5896220326302"
"GUILLERMO PRIETO"	"CALLE 35 96"	"TIXKOKOB"	"TIXKOKOB"	"20.9959104040719"	"-89.3997571032947"
"GUADALUPE VICTORIA"	"CALLE 36"	"AKIL"	"AKIL"	"20.2586130612191"	"-89.3440105993175"
"20 DE NOVIEMBRE"	"CALLE 36"	"AKIL"	"AKIL"	"20.2706108980537"	"-89.347920624747"
"GUILLERMO PRIETO"	"CALLE 36"	"TIXKOKOB"	"TIXKOKOB"	"21.0097965048052"	"-89.3924018772403"
"FELIPE CARRILLO PUERTO"	"CALLE 36-A"	"PETO"	"PETO"	"20.1165815095115"	"-88.9281809269169"
"CHILAM BALAM"	"CALLE 36 105"	"CHUMAYEL"	"CHUMAYEL"	"20.4273485883791"	"-89.3010557214488"
"AGUSTIN VADILLO CICERO"	"CALLE 36 65"	"OXKUTZCAB"	"OXKUTZCAB"	"20.3032386693857"	"-89.3947993738246"
"RAFAEL RAMIREZ CASTAÑEDA"	"CALLE 37"	"MOTUL DE CARRILLO PUERTO"	"MOTUL"	"21.1088212909157"	"-89.279470011218"
"CONSUELO RUZ DE FERNANDEZ"	"CALLE 37"	"PROGRESO"	"PROGRESO"	"21.2789713673898"	"-89.6508254744675"
"BEATRIZ RODRIGUEZ GUILLERMO"	"CALLE 37"	"TICUL"	"TICUL"	"20.4060532195731"	"-89.5394558974468"
"BENITO JUAREZ GARCIA"	"CALLE 37 165 NA"	"PETO"	"PETO"	"20.1002528869169"	"-88.919716106741"
"VALENTIN GOMEZ FARIAS"	"CALLE 37 334"	"MERIDA"	"MERIDA"	"20.9987850411385"	"-89.7107053433243"
"JOSE MARTI"	"CALLE 38"	"TEKAX DE ALVARO OBREGON"	"TEKAX"	"20.2184542349475"	"-89.2879218512165"
"CENTRO DE CUIDADO AL BEBE Y AL INFANTE"	"CALLE 38 446"	"MERIDA"	"MERIDA"	"20.9131564909262"	"-89.6434634610845"
"AIDA MEJIA SALAZAR GOMEZ"	"CALLE 38 446"	"MERIDA"	"MERIDA"	"21.013094323457"	"-89.6461221832603"
"PROFA. AIDA MEJIA SALAZAR DE GOMEZ"	"CALLE 38 446"	"MERIDA"	"MERIDA"	"21.0174614745685"	"-89.6275706897899"
"MARIA DEL SOCORRO GRAJALES MARTIN"	"CALLE 39-A"	"MERIDA"	"MERIDA"	"20.9326352113576"	"-89.6759216392338"
"LAURA MENDEZ DE CUENCA"	"CALLE 39-A SN"	"MERIDA"	"MERIDA"	"20.9154702437321"	"-89.6480544410283"
"FULGENCIO ALCOCER PEREZ"	"CALLE 39 205"	"VALLADOLID"	"VALLADOLID"	"20.6798591135441"	"-88.2095166910882"
"RAFAEL CHAZARO PEREZ"	"CALLE 39 85"	"TEMAX"	"TEMAX"	"21.1476993312133"	"-88.9309328482341"
"HUNAB KU"	"CALLE 4-B 379 F"	"KANASIN"	"KANASIN"	"20.9379256783064"	"-89.5558841567784"
"FELIPA POOT"	"CALLE 4-B 379 F"	"KANASIN"	"KANASIN"	"20.93716784617"	"-89.5664429039007"
"PREESCOLAR X-KANAN"	"CALLE 4 281"	"MERIDA"	"MERIDA"	"21.0396606538521"	"-89.670325220193"
"JACINTO CANEK"	"CALLE 4 NA"	"PISTE"	"TINUM"	"20.6978149399619"	"-88.5904090276101"
"ADOLFO LOPEZ MATEOS"	"CALLE 4 SN"	"HUHI"	"HUHI"	"20.7316681142688"	"-89.1632688241593"
"GRACIANO RICALDE GAMBOA"	"CALLE 40"	"MUNA"	"MUNA"	"20.477992898789"	"-89.7114663221688"
"JUAN JACOBO ROUSSEAU"	"CALLE 40 453"	"MERIDA"	"MERIDA"	"20.9978615088145"	"-89.6444012562144"
"CONSUELO ZAVALA CASTILLO"	"CALLE 41"	"AKIL"	"AKIL"	"20.2547808885824"	"-89.3520205891731"
"JOSE MARIA PINO SUAREZ"	"CALLE 41"	"MOTUL DE CARRILLO PUERTO"	"MOTUL"	"21.1052628067981"	"-89.2750106057319"
"NICOLAS BRAVO"	"CALLE 41"	"EL CUYO"	"TIZIMIN"	"21.5174542867331"	"-87.6716443890541"
"ADOLFO GASPAR MENDOZA MENDOZA"	"CALLE 41"	"VALLADOLID"	"VALLADOLID"	"20.6860756350213"	"-88.1959065815088"
"JUAN DE JAUREGUI"	"CALLE 41-B 339"	"MERIDA"	"MERIDA"	"20.9865875935309"	"-89.564073404586"
"NUEVA CREACION"	"CALLE 41 613"	"UMAN"	"UMAN"	"20.912355957917"	"-89.6980808118856"
"NUEVA CREACION"	"CALLE 41 613 NA"	"UMAN"	"UMAN"	"20.8831669692956"	"-89.7501521042499"
"EMILIANO ZAPATA"	"CALLE 41 97"	"TZUCACAB"	"TZUCACAB"	"20.0708680430864"	"-89.0600090628622"
"HEROE DE LA PATRIA"	"CALLE 42"	"TICUL"	"TICUL"	"20.4028435269897"	"-89.5215053198429"
"ESCUELA SECUNDARIA TECNICA NUM. 73"	"CALLE 42 NA"	"UMAN"	"UMAN"	"20.869331940721"	"-89.7405800403201"
"EMILIANO ZAPATA"	"CALLE 42 NORTE"	"TEKAX DE ALVARO OBREGON"	"TEKAX"	"20.2121449605262"	"-89.2846817628021"
"GUARDERIA VECINAL COMUNITARIA ESQUEMA UNICO NUM. 783"	"CALLE 43"	"VALLADOLID"	"VALLADOLID"	"20.6954478711273"	"-88.216277270503"
"CENTRO EDUCATIVO CHARBEL"	"CALLE 43-A 829 NA"	"MERIDA"	"MERIDA"	"20.9569183875178"	"-89.6155821602649"
"NICOLAS BRAVO"	"CALLE 43 300"	"MOTUL DE CARRILLO PUERTO"	"MOTUL"	"21.0958285047069"	"-89.2691680320988"
"BENITO JUAREZ GARCIA"	"CALLE 44"	"IZAMAL"	"IZAMAL"	"20.9318672818718"	"-89.0197712495376"
"EDUARDO URZAIZ RODRIGUEZ"	"CALLE 44 177"	"TEKAX DE ALVARO OBREGON"	"TEKAX"	"20.2102480431942"	"-89.2933465137641"
"JUSTO SIERRA MENDEZ"	"CALLE 45"	"MERIDA"	"MERIDA"	"20.9191398730256"	"-89.649739616057"
"MARIA AMADA CARDENAS DE ALONZO"	"CALLE 45"	"PETO"	"PETO"	"20.1296080679414"	"-88.932052602849"
"JEAN MARCO ITARD"	"CALLE 45 151"	"MERIDA"	"MERIDA"	"20.9815324477357"	"-89.5782099277626"
"INSTITUTO PEDAGOGICO DE LA CRUZ"	"CALLE 45 170"	"MERIDA"	"MERIDA"	"20.9421254047871"	"-89.6618127465245"
"INSTITUTO PARA EL APRENDIZAJE ILIMITADO"	"CALLE 45 170"	"MERIDA"	"MERIDA"	"20.8871481618739"	"-89.6280406342066"
"BENITO JUAREZ GARCIA"	"CALLE 46"	"MERIDA"	"MERIDA"	"20.9044861565203"	"-89.6421531863897"
"RAMON NAVARRETE ROSADO"	"CALLE 46"	"MERIDA"	"MERIDA"	"21.0285065370671"	"-89.5738602573902"
"BENITO JUAREZ GARCIA"	"CALLE 46"	"MERIDA"	"MERIDA"	"20.9528059414304"	"-89.6489734416185"
"MIGUEL HIDALGO Y COSTILLA"	"CALLE 46"	"MERIDA"	"MERIDA"	"20.9373866944182"	"-89.6075063626128"
"JUSTO SIERRA O'REILLY"	"CALLE 46"	"OXKUTZCAB"	"OXKUTZCAB"	"20.3166218555393"	"-89.4026939567749"
"JOSE A. GONZALEZ ROSADO"	"CALLE 46-A 536"	"MERIDA"	"MERIDA"	"20.9232192635527"	"-89.6600705838139"
"MOVIMIENTO OBRERO MEXICANO"	"CALLE 46-B"	"MERIDA"	"MERIDA"	"21.0375876548576"	"-89.6725094413986"
"CASITA FELIZ"	"CALLE 46 377"	"MERIDA"	"MERIDA"	"20.9922314674397"	"-89.6196236246121"
"SEBASTIAN LERDO DE TEJADA"	"CALLE 46 377"	"MERIDA"	"MERIDA"	"20.9833142569154"	"-89.6389988114677"
"REMIGIO AGUILAR SOSA"	"CALLE 46 402"	"MERIDA"	"MERIDA"	"20.8942470643968"	"-89.6384806451003"
"JOSE GONZALEZ BEYTIA"	"CALLE 46 402"	"MERIDA"	"MERIDA"	"21.0619110325141"	"-89.6514994436395"
"PEQUEÑOS SABIOS"	"CALLE 46 98 B"	"OXKUTZCAB"	"OXKUTZCAB"	"20.2961986214278"	"-89.4181786177892"
"COMUNIDAD EDUCATIVA PENINSULAR DEL MAYAB"	"CALLE 46 98 B"	"OXKUTZCAB"	"OXKUTZCAB"	"20.2984043192809"	"-89.4242363673832"
"CARMELA MARTINEZ HERNANDEZ DE ROCHE"	"CALLE 47"	"LAS COLORADAS"	"RIO LAGARTOS"	"21.6065653475781"	"-87.9894498761566"
"JOAQUIN ROCHE ARCE"	"CALLE 47"	"LAS COLORADAS"	"RIO LAGARTOS"	"21.6087812979575"	"-87.9878855544693"
"JARDIN MI PRIMER APRENDIZAJE"	"CALLE 47 171 A"	"TEKAX DE ALVARO OBREGON"	"TEKAX"	"20.212916553012"	"-89.292535882327"
"CENTRO EDUCATIVO EL PATIO DE MI CASA"	"CALLE 48-A 717"	"MERIDA"	"MERIDA"	"20.965156883011"	"-89.6277078722033"
"5 DE FEBRERO"	"CALLE 49"	"SAN FRANCISCO"	"VALLADOLID"	"21.3917740653605"	"-88.3278304527921"
"COLEGIO DEWEY"	"CALLE 49-A 620"	"MERIDA"	"MERIDA"	"20.936371339845"	"-89.6401880538777"
"MUNDO INFANTIL"	"CALLE 49-B 162"	"MERIDA"	"MERIDA"	"20.9867973958032"	"-89.5883414616588"
"EDOUARD CLAPAREDE"	"CALLE 49-B 162"	"MERIDA"	"MERIDA"	"20.9463736388329"	"-89.6911453287825"
"RUFINO BLANCO FOMBONA"	"CALLE 49-B 162"	"MERIDA"	"MERIDA"	"21.0103873765037"	"-89.6607721833889"
"COLEGIO BILINGUE DE MERIDA"	"CALLE 49 275 A"	"MERIDA"	"MERIDA"	"20.9776857003559"	"-89.6821201825443"
"RODOLFO MENENDEZ DE LA PEÑA"	"CALLE 49 571"	"MERIDA"	"MERIDA"	"21.0084342307845"	"-89.6600543403946"
"RODOLFO MENENDEZ DE LA PEÑA"	"CALLE 49 571"	"MERIDA"	"MERIDA"	"20.8926536671911"	"-89.6495026118751"
"RODOLFO MENENDEZ DE LA PEÑA"	"CALLE 49 571"	"MERIDA"	"MERIDA"	"21.066505238537"	"-89.6328796487848"
"JUANA FIGUEROA"	"CALLE 5"	"SISAL"	"HUNUCMA"	"21.1637918253012"	"-90.0301600581666"
"ROSARIO CASTELLANOS"	"CALLE 5"	"MERIDA"	"MERIDA"	"20.9190614775681"	"-89.6847748025713"
"INSTITUTO CUMBRES"	"CALLE 5"	"MERIDA"	"MERIDA"	"20.9799504860431"	"-89.5678387219507"
"CHICHEN ITZA"	"CALLE 5-A 321"	"MERIDA"	"MERIDA"	"20.9861653271672"	"-89.6463561316201"
"RAFAEL CHAZARO PEREZ"	"CALLE 5-C 320"	"MERIDA"	"MERIDA"	"21.0394141892778"	"-89.6289070420981"
"GABRIELA MISTRAL"	"CALLE 5-C 465"	"MERIDA"	"MERIDA"	"21.0460205983398"	"-89.6663614016931"
"DUM Y DEE"	"CALLE 5-F 474"	"MERIDA"	"MERIDA"	"20.9169104887394"	"-89.6769724579696"
"BENITO JUAREZ GARCIA"	"CALLE 5-H"	"MERIDA"	"MERIDA"	"20.9726174339241"	"-89.564032803135"
"KOMENSKI"	"CALLE 5 135"	"MERIDA"	"MERIDA"	"20.8879925629548"	"-89.6604340501348"
"INSTITUTO CUMBRES"	"CALLE 5 169"	"MERIDA"	"MERIDA"	"20.9828389837568"	"-89.6859674454407"
"CRAYOLAS"	"CALLE 5 587"	"MERIDA"	"MERIDA"	"20.8925827530189"	"-89.6602215670155"
"JOSE ALAYOLA PREVE"	"CALLE 5 93"	"CELESTUN"	"CELESTUN"	"20.8680811141773"	"-90.3954331317639"
"PREESCOLAR COMUNITARIO"	"CALLE 5 DE MAYO"	"AKIL"	"AKIL"	"20.2634855116685"	"-89.3421630047181"
"INSTITUTO GODWIN"	"CALLE 5 GLORIETA CUMBRES"	"MERIDA"	"MERIDA"	"21.0436266228444"	"-89.6297507101246"
"INSTITUTO GODWIN"	"CALLE 5 GLORIETA CUMBRES"	"MERIDA"	"MERIDA"	"20.9146465225335"	"-89.6810044067904"
"RAMON G. BONFIL"	"CALLE 5 SN"	"YAXCOPOIL"	"UMAN"	"20.7468587491546"	"-89.7243193123492"
"21 DE MARZO"	"CALLE 50"	"IZAMAL"	"IZAMAL"	"20.940703271623"	"-89.0251128248231"
"JUUL KIN"	"CALLE 50"	"MERIDA"	"MERIDA"	"21.0169090336122"	"-89.61634499837"
"PEDRO HENRIQUEZ UREÑA"	"CALLE 50-B"	"MERIDA"	"MERIDA"	"20.9506640289178"	"-89.6229424134642"
"RODRIGO AVALOS MARTIRES"	"CALLE 50 547"	"KANASIN"	"KANASIN"	"20.9300674666033"	"-89.5612215803225"
"CENTRO EDUCATIVO MI PARAISO INFANTIL"	"CALLE 50 552"	"MERIDA"	"MERIDA"	"20.9469765052962"	"-89.6011807185958"
"CENTRO EDUCATIVO INTEGRAL DEL SUR"	"CALLE 50 552 A"	"KANASIN"	"KANASIN"	"20.9400518918698"	"-89.5804463100706"
"RICARDO PALMERIN PAVIA"	"CALLE 51"	"TEKAX DE ALVARO OBREGON"	"TEKAX"	"20.2121335745203"	"-89.2930208819103"
"SCALA NIÑOS"	"CALLE 51 244"	"MERIDA"	"MERIDA"	"21.0661112277481"	"-89.6351279070168"
"FRIDA KAHLO CALDERON"	"CALLE 51 326"	"MERIDA"	"MERIDA"	"20.9890665070174"	"-89.660377028724"
