ID	CCT	NOMBRE	CALLE Y NUMERO	LOCALIDAD	MUNICIPIO
1911	31KJN0039V	PREESCOLAR COMUNITARIO		KOPTE	MOTUL
1912	31KJN0068Q	PREESCOLAR COMUNITARIO		KANCABCHEN	MOTUL
1913	31KJN0037X	PREESCOLAR COMUNITARIO		KAMBUL	MOTUL
1914	31DCC2012C	X-CH'EL		MESATUNICH	MOTUL
1915	31DJN2020A	SAK-NIKTE		KAXATAH	MOTUL
1916	31KJN0078X	PREESCOLAR COMUNITARIO		SAN PEDRO CAMARA	MOTUL
1917	31DCC2011D	ZAC MUTUL		SAN PEDRO CHACABAL	MOTUL
1918	31DCC0306B	CARMEN SERDAN ALATRISTE		TANYA	MOTUL
1919	31KJN0302E	PREESCOLAR COMUNITARIO		KANCABCHEN UCI	MOTUL
1920	31DJN0149R	EL PIPILA	CALLE 26	KINI	MOTUL
1921	31KJN0036Y	PREESCOLAR COMUNITARIO		SAN JOSE HILI	MOTUL
1922	31KJN0038W	PREESCOLAR COMUNITARIO		KANCABAL	MOTUL
1923	31KJN0035Z	PREESCOLAR COMUNITARIO		DZUNUNCAN	MOTUL
1924	31DPR0173H	RAFAEL MOGUEL GAMBOA		MOTUL DE CARRILLO PUERTO	MOTUL
1925	31DPR0249G	MARIO H CUEVAS	CALLE 30	MOTUL DE CARRILLO PUERTO	MOTUL
1926	31DPR0542K	VICENTE GUERRERO	CALLE 24 220	MOTUL DE CARRILLO PUERTO	MOTUL
1927	31DPR0608C	EDESIO CARRILLO PUERTO	CALLE 36 298	MOTUL DE CARRILLO PUERTO	MOTUL
1928	31DPR0609B	JOSEFA ORTIZ DE DOMINGUEZ	CALLE 27 258 A	MOTUL DE CARRILLO PUERTO	MOTUL
1929	31DPR0896L	NICOLAS BRAVO	CALLE 43 300	MOTUL DE CARRILLO PUERTO	MOTUL
1930	31DPR0904D	U N E S C O	CALLE 30 313 NA	MOTUL DE CARRILLO PUERTO	MOTUL
1931	31DPR1698S	RAFAEL RAMIREZ CASTAÑEDA	CALLE 37	MOTUL DE CARRILLO PUERTO	MOTUL
1932	31EPR0114R	ROQUE JACINTO CAMPOS	CALLE 29 304	MOTUL DE CARRILLO PUERTO	MOTUL
1933	31EPR0115Q	IGNACIO ALLENDE	CALLE 14 92	MOTUL DE CARRILLO PUERTO	MOTUL
1934	31EPR0116P	JOSE MARIA MORELOS Y PAVON	CALLE 37 319	MOTUL DE CARRILLO PUERTO	MOTUL
1935	31PPR0303P	CENTRO DE EDUCACION MOTULEÑO	CALLE 27 337	MOTUL DE CARRILLO PUERTO	MOTUL
1936	31PPR0380U	COLEGIO SAN ANGEL	CALLE 24 305 A	MOTUL DE CARRILLO PUERTO	MOTUL
1937	31DPR0451T	EMILIANO ZAPATA	CALLE 20 111	UCI	MOTUL
1938	31DPR0452S	SALVADOR ALVARADO		TIMUL	MOTUL
1939	31DPR0425V	JOAQUIN PATRON PENICHE		SACAPUC	MOTUL
1940	31DPR0449E	JOSE MARIA ITURRALDE TRACONIS		KOPTE	MOTUL
1941	31DPR0456O	JOSE MARIA MORELOS Y PAVON		KANCABCHEN	MOTUL
1942	31DPR0430G	BENITO JUAREZ GARCIA		KAMBUL	MOTUL
1943	31DPR0435B	EDESIO CARRILLO PUERTO		MESATUNICH	MOTUL
1944	31DPR0191X	ALFONSO TEC BUENFIL		KAXATAH	MOTUL
1945	31DPR0555O	FELIPE CARRILLO PUERTO		SAN PEDRO CAMARA	MOTUL
1946	31DPR0447G	CRISTOBAL COLON		SAN PEDRO CHACABAL	MOTUL
1947	31DPR0453R	JOSE MARIA ITURRALDE TRACONIS		TANYA	MOTUL
1948	31KPR0399X	PRIMARIA COMUNITARIA		SANTA TERESA	MOTUL
1949	31KPR0378K	PRIMARIA COMUNITARIA		KANCABCHEN UCI	MOTUL
1950	31KPR0377L	PRIMARIA COMUNITARIA		KOMCHEN MARTINEZ	MOTUL
1951	31EPR0117O	MIGUEL HIDALGO Y COSTILLA	CALLE 27 105 A	KINI	MOTUL
1952	31DPR0431F	MIGUEL HIDALGO Y COSTILLA		SAN JOSE HILI	MOTUL
1953	31DPR0188J	SALVADOR ALVARADO	CALLE 16	KANCABAL	MOTUL
1954	31DSN0025Z	JUAN DE DIOS RODRIGUEZ HEREDIA	CALLE 30 274 E	MOTUL DE CARRILLO PUERTO	MOTUL
1955	31DST0021O	AGUSTIN FRANCO VILLANUEVA	CALLE 48	MOTUL DE CARRILLO PUERTO	MOTUL
1956	31EES0026Q	EULOGIO PALMA Y PALMA	CALLE 26	MOTUL DE CARRILLO PUERTO	MOTUL
1957	31EES0026Q	EULOGIO PALMA Y PALMA	CALLE 26	MOTUL DE CARRILLO PUERTO	MOTUL
1958	31PES0115P	CENTRO EDUCATIVO MOTULEÑO	CALLE 27 337	MOTUL DE CARRILLO PUERTO	MOTUL
1959	31EES0098J	LUIS DONALDO COLOSIO MURRIETA	CALLE 21 CARRETERA A SANTA TERESA	UCI	MOTUL
1960	31ETV0175D	CHICHEN ITZA		TIMUL	MOTUL
1961	31EES0109Z	JOSE VASCONCELOS		SACAPUC	MOTUL
1962	31ETV0148G	JOSE DE LA LUZ MENA Y ALCOCER		KOPTE	MOTUL
1963	31ETV0048H	SALVADOR DIAZ MIRON		MESATUNICH	MOTUL
1964	31ETV0038A	LUIS ROSADO VEGA		SAN PEDRO CHACABAL	MOTUL
1965	31ETV0088I	RAFAEL RAMIREZ CASTAÑEDA		TANYA	MOTUL
1966	31EES0108Z	GABRIELA MISTRAL	CALLE 26 111	KINI	MOTUL
1967	31DCC2038K	FIDELIO QUINTAL MARTIN	CALLE 34	MUNA	MUNA
1968	31DJN0096C	GRACIANO RICALDE GAMBOA	CALLE 40	MUNA	MUNA
1969	31DJN0131S	IGNACIO ALDAMA	CALLE 23 200 A	MUNA	MUNA
1970	31DJN0231R	VICENTE RIVA PALACIO	CALLE 12	MUNA	MUNA
1971	31PJN0349U	ARCO IRIS DE MUNA	CALLE 23 203	MUNA	MUNA
1972	31KJN0308Z	PREESCOLAR COMUNITARIO		CHOYOB	MUNA
1973	31KCC0261F	ESCUELA COMUNITARIA CONAFE		SAN JOSE TIPCEH	MUNA
1974	31KJN0290Q	PREESCOLAR COMUNITARIO		YAXHA	MUNA
1975	31DPB0086L	JOSE MONTES DE OCA		MUNA	MUNA
1976	31DPR0194U	ALFONSO CASO ANDRADE	CALLE 20	MUNA	MUNA
1977	31DPR0439Y	FELIPE CARRILLO PUERTO	CALLE 15	MUNA	MUNA
1978	31DPR0455P	FAUSTINO GARCIA FRANCO	CALLE 23 187	MUNA	MUNA
1979	31DPR0849A	LEOPOLDO ARANA CABRERA	CALLE 36 236	MUNA	MUNA
1980	31EPR0118N	PEDRO C DOMINGUEZ	CALLE 26 171	MUNA	MUNA
1981	31DPR0457N	HERMENEGILDO GALEANA		SAN JOSE TIPCEH	MUNA
1982	31DPR0454Q	CARLOS ARANA MEDINA		YAXHA	MUNA
1983	31EES0034Z	DR. JAIME TORRES BODET	CALLE 25 252 A	MUNA	MUNA
1984	31DJN0139K	ADOLFO LOPEZ MATEOS	CALLE 31	MUXUPIP	MUXUPIP
1985	31KJN0044G	PREESCOLAR COMUNITARIO		SAN JUAN KOOP	MUXUPIP
1986	31DPR0464X	MIGUEL HIDALGO Y COSTILLA	CALLE 19	MUXUPIP	MUXUPIP
1987	31DPR0441M	JUSTO SIERRA MENDEZ		SAN JUAN KOOP	MUXUPIP
1988	31EES0065S	FELIPE CARRILLO PUERTO	CALLE 26	MUXUPIP	MUXUPIP
1989	31DCC0030E	EMILIANO ZAPATA		OPICHEN	OPICHEN
1990	31DCC0039W	JAIME NUNO		CALCEHTOK	OPICHEN
1991	31DPR0462Z	JOSE MARIA MORELOS Y PAVON	CALLE 23 95	OPICHEN	OPICHEN
1992	31EPR0119M	JUAN MANUEL VARGAS	CALLE 18-A 96	OPICHEN	OPICHEN
1993	31DPR0460A	JOSE EUGENIO CHABLE		CALCEHTOK	OPICHEN
1994	31DST0042A	ESCUELA SECUNDARIA TECNICA NUM. 42	CALLE 23	OPICHEN	OPICHEN
1995	31ETV0011U	LAZARO CARDENAS DEL RIO		CALCEHTOK	OPICHEN
1996	31DCC0304D	JUSTO SIERRA O'REILLY	CALLE 46	OXKUTZCAB	OXKUTZCAB
1997	31DJN0003X	XICOTENCATL	CALLE 44	OXKUTZCAB	OXKUTZCAB
1998	31DJN0048T	CLAUDIO CORTES CASTRO	CALLE 55-A 98	OXKUTZCAB	OXKUTZCAB
1999	31DJN0148S	JOSE DE LOS REYES MARTINEZ	CALLE 45 112	OXKUTZCAB	OXKUTZCAB
2000	31DJN0170U	SAC NICTE	CALLE 32 95 D	OXKUTZCAB	OXKUTZCAB
2001	31EJN0052E	MOISES VAZQUEZ PACHO	CALLE 56	OXKUTZCAB	OXKUTZCAB
2002	31EJN0072S	YOOTOCH MEJEN CHI'IICH	CALLE 31	OXKUTZCAB	OXKUTZCAB
2003	31PJN0353G	PEQUEÑOS SABIOS	CALLE 46 98 B	OXKUTZCAB	OXKUTZCAB
2004	31DCC0052Q	NACHI COCOM		EMILIANO ZAPATA	OXKUTZCAB
2005	31KJN0174Z	PREESCOLAR COMUNITARIO		EMILIANO ZAPATA	OXKUTZCAB
2006	31KCC0076J	PREESCOLAR INDIGENA PAEPI		X-KOBENHALTUN	OXKUTZCAB
2007	31KCC0203P	PREESCOLAR INDIGENA PAEPI		SAHCAHMUCUY	OXKUTZCAB
2008	31DCC0048D	PONCIANO ARRIAGA		XOHUAYAN	OXKUTZCAB
2009	31DCC0011Q	CUAUHTEMOC		XUL	OXKUTZCAB
2010	31DCC0101I	NETZAHUALCOYOTL		YAXHACHEN	OXKUTZCAB
2011	31KCC0157U	PREESCOLAR INDIGENA PAEPI		BOMBAHALTUN	OXKUTZCAB
2012	31KJN0146D	PREESCOLAR COMUNITARIO		SAN ANTONIO YAAXHOM	OXKUTZCAB
2013	31KJN0394L	PREESCOLAR COMUNITARIO		SAN SALVADOR	OXKUTZCAB
2014	31DPB0272G	NIÑO ARTILLERO		OXKUTZCAB	OXKUTZCAB
2015	31DPR0109G	VALENTIN GOMEZ FARIAS	CALLE 57 75	OXKUTZCAB	OXKUTZCAB
2016	31DPR0134F	JUAN DE DIOS RODRIGUEZ HEREDIA	CALLE 47 142	OXKUTZCAB	OXKUTZCAB
2017	31DPR0443K	MOISES VAZQUEZ VEGA	CALLE 68	OXKUTZCAB	OXKUTZCAB
2018	31DPR0461Z	MELCHOR OCAMPO	CALLE 40	OXKUTZCAB	OXKUTZCAB
2019	31DPR0580N	EMILIANO ZAPATA	CALLE 47 142	OXKUTZCAB	OXKUTZCAB
2020	31DPR0907A	FELIPE CARRILLO PUERTO	CALLE 36 65	OXKUTZCAB	OXKUTZCAB
2021	31DPR2052J	AGUSTIN VADILLO CICERO	CALLE 36 65	OXKUTZCAB	OXKUTZCAB
2022	31EPR0088J	CARLOS CARRILLO ALONZO	CALLE 50 50	OXKUTZCAB	OXKUTZCAB
2023	31EPR0120B	JACINTO CANEK	CALLE 52 103	OXKUTZCAB	OXKUTZCAB
2024	31EPR0121A	ARCADIO SANTOYO	CALLE 50 50	OXKUTZCAB	OXKUTZCAB
2025	31EPR0231G	JOSE ANDRES ESPINOSA COLONIA	CALLE 52 105 D	OXKUTZCAB	OXKUTZCAB
2026	31PPR0336G	CHAN KIIN	CALLE 54 100	OXKUTZCAB	OXKUTZCAB
2027	31PPR0390A	COMUNIDAD EDUCATIVA PENINSULAR DEL MAYAB	CALLE 46 98 B	OXKUTZCAB	OXKUTZCAB
2028	31DPR0442L	ANTONIO MEDIZ BOLIO		EMILIANO ZAPATA	OXKUTZCAB
2029	31KPR0413Z	ESCUELA CONAFE		EMILIANO ZAPATA	OXKUTZCAB
2030	31KPB0012D	PRIMARIA INDIGENA PAEPI		X-KOBENHALTUN	OXKUTZCAB
2031	31KPB0114A	PRIMARIA INDIGENA PAEPI		SAHCAHMUCUY	OXKUTZCAB
2032	31DPR0459L	ANDRES QUINTANA ROO		XOHUAYAN	OXKUTZCAB
2033	31DPR0108H	MANUEL ALCALA MARTIN		XUL	OXKUTZCAB
2034	31DPR0440N	JUSTO SIERRA MENDEZ		YAXHACHEN	OXKUTZCAB
2035	31KPB0011E	PRIMARIA INDIGENA PAEPI		BOMBAHALTUN	OXKUTZCAB
2036	31DPB0243L	TUTUL XIU	CARRETERA RUTA PUUC KILOMETRO 2.5	POTOIT	OXKUTZCAB
2037	31KPB0227D	ESCUELA COMUNITARIA CONAFE		SAN ANTONIO YAAXHOM	OXKUTZCAB
2038	31KPR0425E	PRIMARIA COMUNITARIA		SAN SALVADOR	OXKUTZCAB
2039	31DSN2001D	JOSEFA ORTIZ DE DOMINGUEZ	CALLE 52 105 D	OXKUTZCAB	OXKUTZCAB
2040	31DST0035R	ESCUELA SECUNDARIA TECNICA NUM. 35	CARRETERA MERIDA-TEKAX KILOMETRO 102	OXKUTZCAB	OXKUTZCAB
2041	31EES0032A	RAFAEL MATOS ESCOBEDO	CALLE 43 100 A	OXKUTZCAB	OXKUTZCAB
2042	31EES0032A	RAFAEL MATOS ESCOBEDO	CALLE 43 100 A	OXKUTZCAB	OXKUTZCAB
2043	31ETV0007H	SALVADOR ALVARADO	CALLE DE LA LUZ	EMILIANO ZAPATA	OXKUTZCAB
2044	31ETV0039Z	SALVADOR NOVO		XOHUAYAN	OXKUTZCAB
2045	31ETV0128T	MARIANO AZUELA	CARRETERA OXKUTZCAB-HUNTOCHAC	XUL	OXKUTZCAB
2046	31ETV0035D	IGNACIO ALLENDE		YAXHACHEN	OXKUTZCAB
2047	31KTV0021L	SECUNDARIA COMUNITARIA		BOMBAHALTUN	OXKUTZCAB
2048	31KTV0081Z	SECUNDARIA COMUNITARIA		SAN ANTONIO YAAXHOM	OXKUTZCAB
2049	31DJN0053E	EL NIÑO ARTILLERO	CALLE 28	PANABA	PANABA
2050	31DJN0130T	LUIS PENICHE VALLADO	CALLE 21	PANABA	PANABA
2051	31DCC0194O	AQUILES SERDAN		LOCHE	PANABA
2052	31KJN0194N	PREESCOLAR COMUNITARIO		SAN JUAN DEL RIO	PANABA
2053	31DCC0294N	CECILIO CHI		CENOTE YALSIHON BUENA FE	PANABA
2054	31KJN0238U	PREESCOLAR COMUNITARIO		SAN FRANCISCO	PANABA
2055	31DPR1675H	JUAN FRANCISCO MOLINA SOLIS	CALLE 20 84	PANABA	PANABA
2056	31DPR1708I	GUADALUPE VICTORIA	CALLE 29	PANABA	PANABA
2057	31EPR0122Z	VICENTE GUERRERO	CALLE 37	PANABA	PANABA
2058	31DPR0174G	AQUILES SERDAN	CALLE 12 SN	LOCHE	PANABA
2059	31KPR0215Z	PRIMARIA COMUNITARIA		SAN JUAN DEL RIO	PANABA
2060	31DPR0257P	EMILIANO ZAPATA		CENOTE YALSIHON BUENA FE	PANABA
2061	31DPR0269U	RICARDO FLORES MAGON		SAN FRANCISCO	PANABA
2062	31DES0012O	APOLINAR GARCIA Y GARCIA	CALLE 37	PANABA	PANABA
2063	31ETV0003L	JOSE GONZALEZ ROSADO	CALLE 10	LOCHE	PANABA
2064	31KTV0005U	SECUNDARIA COMUNITARIA		SAN JUAN DEL RIO	PANABA
2065	31ETV0049G	GONZALO GUERRERO	CARRETERA PANABA-YALSIHON	CENOTE YALSIHON BUENA FE	PANABA
2066	31DCC0300H	RAQUEL DZIB CICERO	CALLE 61	PETO	PETO
2067	31DCC2036M	TUUNBEN SAASTAL	CALLE 28	PETO	PETO
2068	31DJN0043Y	MARIA AMADA CARDENAS DE ALONZO	CALLE 45	PETO	PETO
2069	31DJN0181Z	JUAN ESCUTIA	CALLE 35	PETO	PETO
2070	31DJN0197A	20 DE NOVIEMBRE	CALLE 34	PETO	PETO
2071	31DJN2050V	VICTOR MANUEL CERVERA PACHECO	CALLE 21 139	PETO	PETO
2072	31EJN0010F	JOSEFA ORTIZ DE DOMINGUEZ	CALLE 42	PETO	PETO
2073	31KJN0195M	PREESCOLAR COMUNITARIO		CHAN CALOTMUL	PETO
2074	31DCC0264T	CUITLAHUAC		PAPACAL	PETO
2075	31DCC0281J	NARCISO BASSOLS		SAN DIONISIO	PETO
2076	31KJN0197K	PREESCOLAR COMUNITARIO		SAN SEBASTIAN	PETO
2077	31DCC0282I	BENITO JUAREZ GARCIA		TEMOZON	PETO
2078	31DCC0049C	ANASTASIO BUSTAMANTE		TIXHUALATUN	PETO
2079	31KJN0069P	PREESCOLAR COMUNITARIO		KAMBUL	PETO
2080	31DCC0050S	ADOLFO LOPEZ MATEOS		XOY	PETO
2081	31KJN0046E	PREESCOLAR COMUNITARIO		X-PECHIL	PETO
2082	31DCC0070F	MANUEL AVILA CAMACHO		YAXCOPIL	PETO
2083	31KJN0267P	PREESCOLAR COMUNITARIO		LA ESPERANZA	PETO
2084	31KCC0259R	ESCUELA COMUNITARIA CONAFE		JUSTICIA SOCIAL	PETO
2085	31KCC0003R	PREESCOLAR INDIGENA PAEPI		SAN FRANCISCO	PETO
2086	31KJN0354K	JARDIN COMUNITARIO		SAN SEBASTIAN YAXCHE	PETO
2087	31DPB0294S	LAURO AGUIRRE	CALLE 59	PETO	PETO
2088	31DPR0270J	FELIPE CARRILLO PUERTO	CALLE 36-A	PETO	PETO
2089	31DPR0379Z	BENITO JUAREZ GARCIA	CALLE 37 165 NA	PETO	PETO
2090	31DPR0380P	INOCENCIO RUIZ	CALLE 31-A 253	PETO	PETO
2091	31DPR0420Z	FRANCISCO SARABIA	CALLE 28 234	PETO	PETO
2092	31DPR0421Z	FRANCISCO I. MADERO	CALLE 34 201	PETO	PETO
2093	31DPR1695V	JOSE MARIA PINO SUAREZ	CALLE 34 201	PETO	PETO
2094	31DPR1705L	JOSE MARIA MORELOS Y PAVON	CALLE 21 139	PETO	PETO
2095	31EPR0123Z	MIGUEL HIDALGO Y COSTILLA	CALLE 32 203	PETO	PETO
2096	31KPR0408O	PRIMARIA COMUNITARIA		CHAN CALOTMUL	PETO
2097	31DPB0041P	LAZARO CARDENAS DEL RIO		DZONOTCHEL	PETO
2098	31DPR0577Z	IGNACIO ZARAGOZA		PAPACAL	PETO
2099	31DPB0215P	SIMON BOLIVAR		PETULILLO	PETO
2100	31DPR0450U	JUAN ALDAMA		PROGRESITO	PETO
2101	31DPB0117O	IGNACIO ALLENDE		SAN DIONISIO	PETO
2102	31KPR0049S	PRIMARIA COMUNITARIA		SAN SEBASTIAN	PETO
2103	31DPR1678E	LEOPOLDO AGUILAR ROCA		TEMOZON	PETO
2104	31DPB0207G	FERNANDO XIMELLO		TIXHUALATUN	PETO
2105	31DPR0426U	NIÑOS HEROES		KAMBUL	PETO
2106	31DPR0596O	FELIPE CARRILLO PUERTO	CALLE CONOCIDO DOMICILIO CONOCIDO	XOY	PETO
2107	31DPR0458M	CRESCENCIO REJON		X-PECHIL	PETO
2108	31DPR0574C	CUAUHTEMOC	CALLE CONOCIDO SN	YAXCOPIL	PETO
2109	31KPR0435L	PRIMARIA COMUNITARIA		LA ESPERANZA	PETO
2110	31DPR0271I	JUSTICIA SOCIAL		JUSTICIA SOCIAL	PETO
2111	31DPB0032H	FELIPE CARRILLO PUERTO	NA	SAN FRANCISCO DE ASIS	PETO
2112	31KPR0419U	PRIMARIA COMUNITARIA		SAN SEBASTIAN YAXCHE	PETO
2113	31DSN0002P	GASPAR ANTONIO XIU	CALLE 45-A 189	PETO	PETO
2114	31DST0014E	ESCUELA SECUNDARIA TECNICA NUM. 14	CARRETERA PETO-CHETUMAL KILOMETRO 4	PETO	PETO
2115	31EES0033Z	PILAR VICTORIA Y VICTORIA	CALLE 9	PETO	PETO
2116	31EES0033Z	PILAR VICTORIA Y VICTORIA	CALLE 9	PETO	PETO
2117	31ETV0092V	HERMENEGILDO GALEANA	CALLE 32	PETO	PETO
2118	31ETV0010V	BENITO JUAREZ GARCIA	CARRETERA PETO-ICHMUL KILOMETRO 20.5	DZONOTCHEL	PETO
2119	31ETV0089H	MANUEL ANTONIO AY		PAPACAL	PETO
2120	31KTV0051F	SECUNDARIA COMUNITARIA		PETULILLO	PETO
2121	31ETV0126V	TELESECUNDARIA NUM. 126		PROGRESITO	PETO
2122	31KTV0071T	SECUNDARIA COMUNITARIA		SAN DIONISIO	PETO
2123	31ETV0068V	MANUEL ALCALA MARTIN		TIXHUALATUN	PETO
2124	31ETV0159M	RICARDO GARIBAY	CARRETERA A QUINTANA ROO	KAMBUL	PETO
2125	31ETV0118M	RUFINO CHI CANUL		XOY	PETO
2126	31ETV0050W	JESUS REYES HEROLES	CARRETERA A TEMOZON	YAXCOPIL	PETO
2127	31EDI0005Y	JULIA ESCOBAR CEBALLOS	CALLE 24 144	PROGRESO	PROGRESO
2128	31PDI0048B	GUARDERIA ATENEO DE MERIDA-PROGRESO	CALLE 66 122 A	PROGRESO	PROGRESO
2129	31DJN0018Z	JUAN CRISOSTOMO CANO Y CANO	CALLE 62	PROGRESO	PROGRESO
2130	31DJN0021M	FELICIANO CANUL REYES	CALLE 35	PROGRESO	PROGRESO
2131	31DJN0076P	JUAN MIGUEL CASTRO	CALLE 27 157	PROGRESO	PROGRESO
2132	31DJN0136N	ROMULO ROZO	CALLE 33	PROGRESO	PROGRESO
2133	31EJN0031S	ISABEL MARIA PEREZ DE RIVERO	CALLE 23-A	PROGRESO	PROGRESO
2134	31EJN0039K	CONSUELO RUZ DE FERNANDEZ	CALLE 37	PROGRESO	PROGRESO
2135	31EJN0042Y	ENRIQUE REBSAMEN	CALLE 27	PROGRESO	PROGRESO
2136	31NJN0018F	CENTRO DE DESARROLLO INFANTIL NAVAL DE YUKALPETEN	CALLE 16 607	PROGRESO	PROGRESO
2137	31PJN0099E	COLEGIO INTERACTIVO PROGRESO	CALLE 79 222	PROGRESO	PROGRESO
2138	31PJN0221P	GUADALUPE VICTORIA	CALLE 74 141	PROGRESO	PROGRESO
2139	31PJN0247X	LA ALEGRIA DEL NIÑO	CALLE 31 97	PROGRESO	PROGRESO
2140	31PJN0248W	INSTITUITO EDUCATIVO MARGARITA L. VIZUETT GONZALEZ	CALLE 83 679	PROGRESO	PROGRESO
2141	31PJN0309T	CENTRO DE EDUCACION ATENCION INTEGRAL INFANTIL	CALLE 56 99	PROGRESO	PROGRESO
2142	31PJN0337P	MIS PRIMEROS PASOS	CALLE 89 248	PROGRESO	PROGRESO
2143	31PJN0368I	ATENEO DE PROGRESO	CALLE 81 104 I	PROGRESO	PROGRESO
2144	31DJN0198Z	JOSE CLEMENTE OROZCO	CALLE 10	CHELEM	PROGRESO
2145	31DJN0119X	RUBEN DARIO	CALLE 25 36	CHICXULUB (CHICXULUB PUERTO)	PROGRESO
2146	31DJN0199Z	ELIGIO ANCONA	CALLE 13 68	CHUBURNA	PROGRESO
2147	31DJN0228D	DZIBICHALTUN		SAN IGNACIO	PROGRESO
2148	31DJN0229C	21 DE MARZO	CALLE 56 750	CAMPESTRE FLAMBOYANES	PROGRESO
2149	31KJN0138V	PREESCOLAR COMUNITARIO		EL PARAISO	PROGRESO
2150	31DPR0182P	FELIPE CARRILLO PUERTO	CALLE 29	PROGRESO	PROGRESO
2151	31DPR0230I	JUAN MIGUEL CASTRO	CALLE 35	PROGRESO	PROGRESO
2152	31DPR0231H	BENITO JUAREZ GARCIA	CALLE 31 92	PROGRESO	PROGRESO
2153	31DPR0434C	BENITO JUAREZ GARCIA	CALLE 31 92	PROGRESO	PROGRESO
2154	31DPR0840J	VICENTE GUERRERO	CALLE 64	PROGRESO	PROGRESO
2155	31DPR0971B	MANIOBRAS MARITIMAS	CALLE 27	PROGRESO	PROGRESO
2156	31DPR0973Z	MARTIRES DE CHICAGO	CALLE 31 163	PROGRESO	PROGRESO
2157	31DPR0976X	MARTIRES DE CHICAGO	CALLE 31 163	PROGRESO	PROGRESO
2158	31DPR0977W	MANIOBRAS MARITIMAS	CALLE 27	PROGRESO	PROGRESO
2159	31EPR0126W	ALVARO OBREGON	CALLE 33 149	PROGRESO	PROGRESO
2160	31EPR0128U	ISMAEL GARCIA	CALLE 27 59 F	PROGRESO	PROGRESO
2161	31EPR0129T	CANDELARIA RUZ PATRON	CALLE 30	PROGRESO	PROGRESO
2162	31EPR0130I	FILEMON VILLAFAÑA FARFAN	CALLE 30	PROGRESO	PROGRESO
2163	31EPR0222Z	JOSE EUSEBIO ROSADO RODRIGUEZ	CALLE 33	PROGRESO	PROGRESO
2164	31PPR0127A	GUADALUPE VICTORIA	CALLE 74 141	PROGRESO	PROGRESO
2165	31PPR0291A	LIBORIO PEREZ ENCALADA	CALLE 84 129	PROGRESO	PROGRESO
2166	31PPR0308K	CENTRO DE EDUCACION	CALLE 56 99	PROGRESO	PROGRESO
2167	31PPR0328Y	COLEGIO INTERACTIVO PROGRESO	CALLE 94 146	PROGRESO	PROGRESO
2168	31PPR0353X	ATENEO DE PROGRESO	CALLE 21 106	PROGRESO	PROGRESO
2169	31EPR0131H	JOSE TRINIDAD MENDEZ	CALLE 23 53	CHELEM	PROGRESO
2170	31DPR0157Q	BENITO JUAREZ GARCIA	CALLE 19	CHICXULUB (CHICXULUB PUERTO)	PROGRESO
2171	31EPR0030J	ANDRES QUINTANA ROO	CALLE 27	CHICXULUB (CHICXULUB PUERTO)	PROGRESO
2172	31EPR0132G	ANDRES QUINTANA ROO	CALLE 27	CHICXULUB (CHICXULUB PUERTO)	PROGRESO
2173	31EPR0133F	SALVADOR ALVARADO	CALLE 9 47	CHUBURNA	PROGRESO
2174	31DPR0970C	AQUILES SERDAN		SAN IGNACIO	PROGRESO
2175	31DPR0154T	20 DE NOVIEMBRE	CALLE 56 541	CAMPESTRE FLAMBOYANES	PROGRESO
2176	31DPR2030Y	MANUEL AVILA CAMACHO	CALLE 56 541	CAMPESTRE FLAMBOYANES	PROGRESO
2177	31DPB2023N	FELIPE CARRILLO PUERTO		EL PARAISO	PROGRESO
2178	31DES0006D	BENITO JUAREZ GARCIA	CALLE 29 282	PROGRESO	PROGRESO
2179	31DES2025F	ELVIA CARRILLO PUERTO	CALLE 29 282	PROGRESO	PROGRESO
2180	31DST0008U	ESCUELA SECUNDARIA TECNICA NUM. 8	BOULEVARD DEL PESCADOR	PROGRESO	PROGRESO
2181	31EES0024S	CARLOS MARX	CALLE 24 193	PROGRESO	PROGRESO
2182	31EES0024S	CARLOS MARX	CALLE 24 193	PROGRESO	PROGRESO
2183	31ESN0013U	RAFAEL CHAZARO PEREZ	CALLE 70 150	PROGRESO	PROGRESO
2184	31PES0008G	GUADALUPE VICTORIA	CALLE 74 141	PROGRESO	PROGRESO
2185	31PES0071I	PABLO MORENO TRIAY	CALLE 16 128 A	PROGRESO	PROGRESO
2186	31PES0107G	ESCUELA SECUNDARIA PROGRESO	CALLE 77 6 D	PROGRESO	PROGRESO
2187	31PST0009Y	MIGUEL HIDALGO	CALLE 27 139	PROGRESO	PROGRESO
2188	31EES0066R	VENUSTIANO CARRANZA		CHELEM	PROGRESO
2189	31ETV0123Y	GUADALUPE VICTORIA		CHUBURNA	PROGRESO
2190	31ETV0057P	NETZAHUALCOYOTL		SAN IGNACIO	PROGRESO
2191	31ETV0012T	JUAN MIGUEL CASTRO	CALLE 60 SN	CAMPESTRE FLAMBOYANES	PROGRESO
2192	31DCC0125S	EL PETEN	CALLE 26	QUINTANA ROO	QUINTANA ROO
2193	31DPR0437Z	FRANCISCO JAVIER MINA	CALLE 13	QUINTANA ROO	QUINTANA ROO
2194	31EES0113L	MANUEL ALCALA MARTIN	CALLE 21-A	QUINTANA ROO	QUINTANA ROO
2195	31DJN0035P	CUAUHTEMOC	CALLE 21 121	RIO LAGARTOS	RIO LAGARTOS
